"구분별(1)",구분별(2),2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021
"구분별(1)",구분별(2),사례수 (명),티빙(Tving) (%),웨이브(Wavve)(구 푹(pooq) 옥수수) (%),KT 시즌(Seezn)(구 olleh tv 모바일) (%),U+ 모바일(구 U+비디오포털) (%),에브리온 TV (%),네이버시리즈(구 네이버 N 스토어) (%),곰TV (%),넷플릭스 (%),카카오 TV (%),유튜브 (%),아마존 프라임 비디오 (%),왓챠플레이 (%),기타 (%),사례수 (명),티빙(Tving) (%),웨이브(Wavve)(구 푹(pooq) 옥수수) (%),KT 시즌(Seezn)(구 olleh tv 모바일) (%),U+ 모바일(구 U+비디오포털) (%),네이버시리즈(구 네이버 N 스토어) (%),곰TV (%),넷플릭스 (%),카카오 TV (%),유튜브 (%),아마존 프라임 비디오 (%),왓챠플레이 (%),쿠팡플레이 (%),아프리카 TV (%),기타 (%)
"주택형태",단독주택,1495.0,15.2,8.6,1.9,1.7,1.5,4.9,2.1,20.2,11.7,93.0,1.2,1.0,1.3,1785.6,9.1,7.5,1.3,1.0,2.5,0.9,23.2,8.4,94.2,0.3,1.9,0.6,3.1,0.2
"주택형태",아파트,4292.0,14.0,8.0,2.6,3.4,1.6,8.2,2.9,22.0,10.4,94.4,0.9,1.2,0.5,4734.5,8.2,4.7,2.5,2.8,3.5,1.5,29.0,9.2,95.4,0.3,2.0,1.3,4.9,0.3
"주택형태",연립주택빌라다세대주택,1528.0,12.7,14.1,3.8,5.5,0.5,12.4,3.7,25.9,12.0,93.3,0.4,2.8,0.7,1621.7,11.2,8.9,1.7,6.7,7.9,1.8,27.4,10.8,93.0,0.2,1.7,2.2,5.0,0.5
"주택형태",비거주용건물내의주택,97.0,0.0,27.3,0.4,12.7,0.0,9.6,0.0,40.5,0.8,97.6,0.0,0.0,0.0,138.7,2.1,2.7,0.0,11.8,7.3,1.3,54.9,1.0,99.1,0.3,1.6,0.6,3.6,0.0
"주택형태",기타,23.0,8.4,0.0,0.0,49.9,0.0,49.9,26.7,17.2,38.2,50.1,0.0,0.0,0.0,13.2,0.0,0.0,0.0,72.9,0.0,0.0,5.2,4.3,100.0,0.0,0.0,2.4,0.0,0.0
"가족구성",1인가구,822.0,9.5,16.5,0.5,3.4,2.3,12.2,3.7,28.6,11.4,94.6,0.3,2.5,0.0,951.3,9.9,10.2,0.7,5.0,9.3,1.6,29.6,10.7,92.5,0.0,0.8,0.4,3.0,0.4
"가족구성",1세대가구,958.0,13.8,6.8,3.1,1.4,1.5,7.8,1.8,22.3,10.8,92.8,1.2,2.9,0.2,1263.9,6.9,2.7,2.2,2.5,2.5,0.3,18.2,7.5,97.0,0.3,0.5,1.3,2.2,0.6
"가족구성",2세대가구,5015.0,13.9,9.0,3.1,4.3,1.0,8.4,3.0,22.0,10.5,93.8,0.8,1.1,1.0,5457.4,8.8,6.2,2.2,3.4,3.8,1.7,29.5,9.5,94.8,0.3,2.5,1.6,5.0,0.3
"가족구성",3세대가구,282.0,13.8,7.5,2.5,2.8,1.7,7.1,2.3,20.7,16.9,94.1,1.7,1.6,0.0,373.7,7.5,6.6,2.1,4.5,5.3,0.7,24.6,7.1,96.6,0.4,1.8,1.4,3.3,0.0
"가족구성",기타,357.0,21.3,11.5,0.8,3.9,2.0,5.0,3.9,21.6,12.5,93.9,1.0,0.0,0.3,247.4,19.1,5.1,3.2,3.0,0.6,0.5,38.5,8.6,87.3,0.0,0.1,0.0,12.1,0.0
"가구원수1",1인가구,822.0,9.5,16.5,0.5,3.4,2.3,12.2,3.7,28.6,11.4,94.6,0.3,2.5,0.0,951.3,9.9,10.2,0.7,5.0,9.3,1.6,29.6,10.7,92.5,0.0,0.8,0.4,3.0,0.4
"가구원수1",2인가구,1586.0,15.5,7.7,2.5,1.6,1.4,7.2,2.0,22.1,10.7,92.3,1.2,1.8,0.5,1947.3,9.7,3.1,2.3,2.6,2.6,0.8,23.8,9.1,94.9,0.4,1.1,0.9,3.8,0.4
"가구원수1",3인이상가구,5027.0,13.9,9.1,3.1,4.5,1.1,8.4,3.1,21.9,11.0,94.1,0.8,1.2,0.9,5395.1,8.4,6.4,2.2,3.5,3.9,1.6,29.0,9.0,95.1,0.2,2.4,1.7,5.0,0.3
"가구주와의관계",가구주,3091.0,11.5,10.8,2.6,4.0,1.6,10.1,3.0,20.0,10.9,93.5,0.9,1.4,0.3,3544.6,7.5,6.4,2.1,4.4,5.3,1.2,24.3,8.6,95.3,0.1,0.8,1.1,3.3,0.3
"가구주와의관계",가구주의배우자,1709.0,12.8,8.3,2.5,4.0,1.1,7.3,2.1,19.2,10.4,92.2,0.8,1.3,0.6,1981.7,7.1,6.1,1.5,3.1,3.4,0.7,22.2,7.8,95.9,0.2,0.9,1.7,2.3,0.0
"가구주와의관계",가구주의자녀,2427.0,17.1,8.8,3.0,3.2,1.2,8.0,3.5,28.6,11.0,95.2,0.7,1.8,1.3,2543.6,11.5,5.8,2.1,2.1,3.6,2.2,36.3,11.1,93.3,0.5,4.3,1.6,7.7,0.6
"가구주와의관계",자녀의배우자,34.0,18.6,9.4,4.0,0.7,0.0,5.1,1.8,24.4,19.3,100.0,0.0,0.0,0.0,27.8,2.2,7.6,2.1,6.0,4.2,0.0,15.2,20.3,95.7,0.0,0.0,0.0,3.0,0.0
"가구주와의관계",손자.녀/그배우자,67.0,16.2,9.8,0.0,0.4,0.0,3.7,3.3,11.0,15.1,95.0,4.0,1.6,0.0,74.7,8.1,2.7,1.5,7.5,2.3,2.7,30.5,10.4,97.6,0.0,1.6,0.0,7.9,0.0
"가구주와의관계",부모(배우자부모포함),20.0,5.2,40.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.1,0.0,0.0,0.0,22.2,15.0,15.0,0.0,0.0,0.0,0.0,31.4,0.0,85.0,0.0,0.0,0.0,0.0,0.0
